exa,博主头像,博主id,博主,博主主页,博文,博文独立网址,发布时间,发布终端,转发数,评论数,点赞数,<fullpath>,<createdate>,,,,,count,forward,comment,likes
聂树斌,http://tva3.sinaimg.cn/crop.0.0.100.100.50/0060Rq9djw8eqij7xa7q9j302s02sglg.jpg,5509528891,用户5509528891,http://weibo.com/u/5509528891?refer_flag=1001030103_,监狱里冤死的人海了去了，上访给关小黑屋，寻谁说理去。持续关注，围观也是一种力量！//【聂树斌案听证会曝5疑点】 http://t.cn/RAE60Kl,http://weibo.com/5509528891/CfzwJcipI?refer_flag=1001030103_,2015-04-29 23:55,手机新浪网,0,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,0,0,0,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.180.180.50/66e70716jw1e8qgp5bmzyj2050050aa8.jpg,1726416662,周丕东,http://weibo.com/zhoupidong?refer_flag=1001030103_,【彻查“聂树斌案”，避免人人都会是下一个聂树斌】我们应该呼吁，人权高于一切，无人权，国家又有何用。国家的存在，首要就是保护好每一个人民，让他们拥有人权。否则国家的概念就极其模糊，虽号称现代文明社会，实与两千年的皇权制度有何区别？ http://t.cn/RAnPFAz,http://weibo.com/1726416662/Cfz3B8rTg?refer_flag=1001030103_,2015-04-29 22:43,有道云笔记,64,16,13,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,64,16,13,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.48.283.283.50/8bbe4f05jw1ebxz84rbk6j208c0d475m.jpg,2344505093,谷雨航,http://weibo.com/u/2344505093?refer_flag=1001030103_,有人无端指责我，我再次说明一下，我对聂树斌案和呼格吉勒图案的判断是不一样的，聂案我一直认为他就是凶手，呼案我可没确定，我一直是说要看各种证据，要看法院的最终裁定，要严惩警察败类，这些都可以去追查我以前发的帖子来证实。现在已基本可以断定我的判断是对的，我对自己的判断力比较满意,http://weibo.com/2344505093/Cfz2jALDD?refer_flag=1001030103_,2015-04-29 22:40,360安全浏览器,15,72,40,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,15,72,40,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.1080.1080.50/5cf2da62jw8eux90iphrpj20u00u0dh5.jpg,1559419490,法律人楊老漢,http://weibo.com/319690121?refer_flag=1001030103_,#聂树斌案听证会#聂树斌案自2005年王书金供认此案以来，一直广泛受各界关注，聂案是否能够公正处理，原始证据材料成为关键，此次山东高院通过听证，部分公开案件证据材料，难能可贵。本所杨汉卿律师围绕山东高院微博公开信息，对此案进行分析，认为公安机关在侦查期间严重违反 |聂树斌是不...,http://weibo.com/1559419490/Cfz26k6x0?refer_flag=1001030103_,2015-04-29 22:40,微话题,27,4,7,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,27,4,7,,,,
聂树斌,http://tva2.sinaimg.cn/crop.51.45.283.283.50/48866320jw1e7cqal55vlj20d409b3z2.jpg,1216766752,贺卫方,http://weibo.com/weifanghe?refer_flag=1001030103_,【点赞新京报今天公允平和的社论】“追溯20年前的聂树斌案，不能用当下的技术手段、办案规范来苛责，但这次复查也应立足于中国20年来的法治进步、无罪推定的立场，而不是重复已酿成很多冤案的‘两个基本’证据标准。”附：聂树斌案听证会上疑点须全面查清 |新京报：聂...,http://weibo.com/1216766752/CfyUTxBnS?refer_flag=1001030103_,2015-04-29 22:22,分享按钮,1779,312,714,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,1779,312,714,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.498.498.50/005xadUZjw8fafkq4npjoj30du0duq3c.jpg,5070720033,红旗-苑泉,http://weibo.com/u/5070720033?refer_flag=1001030103_,转播一下吧【聂树斌案是否刑讯逼供？】新华社记者罗沙 吴书光 山东省高级人民法院２８日下午召开聂树斌故意杀人、强奸妇女案复查听证会，其官方微博对听证会进行了..|聂树斌案是... （分享自@搜狐新闻客户端）,http://weibo.com/5070720033/CfyQPs0Mp?refer_flag=1001030103_,2015-04-29 22:12,搜狐新闻客户端,1,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,1,0,0,,,,
聂树斌,http://tva3.sinaimg.cn/crop.55.0.329.329.50/947597a8jw8eb254cybvqj20c809574p.jpg,2490734504,诸子百家之一,http://weibo.com/u/2490734504?refer_flag=1001030103_,【历史的进步，需要回头看】这几天微博上谈的最多是两个人：河北聂树斌、北大林姑娘。林姑娘早已平反；聂树斌案则正在听证。回头看：过去若有“听证会”，不可能发生聂案、林案。今天能够举行公开透明的“听证会”，就是中国法治的伟大进步。虽然是法治的一小步，但却是国家的一大步！,http://weibo.com/2490734504/CfyMh17ya?refer_flag=1001030103_,2015-04-29 22:01,360安全浏览器,92,32,33,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,92,32,33,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.996.996.50/5ff29ca4jw8f13gyigls4j20ro0rpq5r.jpg,1609735332,李蒙不蒙你,http://weibo.com/209099768?refer_flag=1001030103_,@易胜华律师 说聂树斌案听证会河北公检法能自圆其说，其实我了解的重大冤案中，几乎所有的判决书都可以自圆其说。做到自圆其说很容易：1、刑讯逼供之下的当事人口供；2、大量伪造的证人证言。3、只展示对当事人不利的证据，而将对当事人有利的证据全部隐匿。我相信，聂案如果深入调查，这三条都会有。,http://weibo.com/1609735332/CfyIW9A0L?refer_flag=1001030103_,2015-04-29 21:53,360安全浏览器,108,21,22,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,108,21,22,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.749.749.50/5f57da0ejw8facmvy6h51j20ku0kttab.jpg,1599592974,李国斌律师,http://weibo.com/lgblawyer?refer_flag=1001030103_,聂树斌95年3月15日一审判决，上诉状落款日期为95年5月13日。能用笔误解释吗？1、聂树斌手里有判决书，与生死相关的时间概念不可能错得如此离谱。2、如果月份把三月笔误成五月，但日子不可能落在宣判的十五日之前的十三日。3、上诉状系一笔一划写出五月十三日的落款，不存在笔误的直接与间接证据。,http://weibo.com/1599592974/CfynliiOY?refer_flag=1001030103_,2015-04-29 20:59,微博 weibo.com,13,1,8,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,13,1,8,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.0.180.180.50/539d77e6jw1e8qgp5bmzyj2050050aa8.jpg,1402828774,卓越兄,http://weibo.com/joysoon?refer_flag=1001030103_,【灵异事件：杀人犯被毙掉16天后，亲笔为自己上诉】法院称，聂树斌于【1995年4月27日】被执行死刑。但卷宗里的聂树斌亲笔书写的《上诉状》签署的日期却是【1995年5月13日】。原办案单位代表说：很明显这是他（聂树斌）的笔误。【疑惑】那么大的笔误，当时咋没被发现？有问题！#聂树斌案听证会#,http://weibo.com/1402828774/Cfymc5wu9?refer_flag=1001030103_,2015-04-29 20:57,微博 weibo.com,13,9,15,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,13,9,15,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.130.540.540.50/7938d854jw8ej2i1xw2r0j20f00m8gna.jpg,2033768532,爱6865,http://weibo.com/u/2033768532?refer_flag=1001030103_,河北省检察院还企图把水搞浑！//【聂树斌案听证会曝5疑点】 http://t.cn/RAE60Kl,http://weibo.com/2033768532/CfykIcgs3?refer_flag=1001030103_,2015-04-29 20:53,手机新浪网,4,3,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,4,3,0,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/4ad84574jw1e8qgp5bmzyj2050050aa8.jpg,1255687540,中一在线,http://weibo.com/china0001?refer_flag=1001030103_,【聂树斌案】#关注聂树斌案#→_→@山东高法 召开#聂树斌案听证会#涉及七大疑点。据@央视新闻@东方时空二十年 报道。关注！关注！关注！！！,http://weibo.com/1255687540/Cfyk65uO3?refer_flag=1001030103_,2015-04-29 20:51,iPhone 5s,13,1,5,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,13,1,5,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/4bdb1fa0jw1e8qgp5bmzyj2050050aa8.jpg,1272651680,周泽律师,http://weibo.com/zhouze?refer_flag=1001030103_,"聂树斌案原办案单位代表称,证人纪某多次诈骗,属诈骗惯犯,""其证言不可信。如果其掌握聂树斌被刑讯逼供的线索,为立功减刑,应该不会在时隔20年之后才反映出来"".http://t.cn/RAETzf5 我疑惑:被关押的纪某如果举报聂树斌案办案人员刑讯逼供,是会被以立功减刑,还是会喝凉水死?办案人员与纪某谁更不可信?",http://weibo.com/1272651680/CfyezyHAw?refer_flag=1001030103_,2015-04-29 20:38,iPhone 6,185,74,72,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,185,74,72,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.540.540.50/43c17df1jw8edd3h2cw0rj20f00f0q41.jpg,1136754161,神仙马云,http://weibo.com/u/1136754161?refer_flag=1001030103_,中国的法院极其无耻！怪不得老百姓不相信法律！//【聂树斌案听证会曝5疑点】 http://t.cn/RAE60Kl,http://weibo.com/1136754161/CfxQgh91U?refer_flag=1001030103_,2015-04-29 19:38,手机新浪网,0,1,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=45,2016-12-7 12:56:17,1,0,1,1,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.15.750.750.50/893e96f8jw8f966xm1nfqj20ku0lpgnm.jpg,2302580472,是龚小瓷不是玛利亚,http://weibo.com/u/2302580472?refer_flag=1001030103_,#聂树斌案听证会#虽然说还是疑点重重…不足以说服大众…但是这种完全公开的听证会，微博直播…也算是真正的司法进步了！ |聂树斌案听...,http://weibo.com/2302580472/CfxODbs2h?refer_flag=1001030103_,2015-04-29 19:34,iPhone 6,1,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,1,0,0,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/67a050dfjw1e8qgp5bmzyj2050050aa8.jpg,1738559711,庄蛭,http://weibo.com/u/1738559711?refer_flag=1001030103_,聂树斌案，被害人死亡原因也是排他性分析出来的，死者的舌骨、甲状腺骨没有骨折，因此不能100%确定是被勒死的。,http://weibo.com/1738559711/CfxACrQxh?refer_flag=1001030103_,2015-04-29 18:59,微博 weibo.com,2,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,2,0,0,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.180.180.50/bdb42105jw8f2o42pivjfj20500503z7.jpg,3182698757,新浪山东,http://weibo.com/u/3182698757?refer_flag=1001030103_,#聂树斌案#【一图看懂：聂树斌案听证会双方PK六大疑点】案件扑朔迷离，人命是否如草？铁案还是冤案？聂树斌案听证会大PK，真相只有一个。戳图↓↓ via@头条新闻,http://weibo.com/3182698757/CfxjZdIbx?refer_flag=1001030103_,2015-04-29 18:18,微博 weibo.com,26,22,20,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,26,22,20,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.0.180.180.50/75883875jw1e8qgp5bmzyj2050050aa8.jpg,1971861621,张鹤慈,http://weibo.com/u/1971861621?refer_flag=1001030103_,聂树斌案件炒作的沸沸扬扬，是因所谓真凶王书金的出现。这些律师和法学家的逻辑混乱不堪，认定聂树斌是依赖口供不能定为杀人犯，为什么王书金仅凭口供就可认定是真凶？王有做伪证的动机－已肯定死刑再承认反而可能活命至少能多活写时日，他的矛盾百出供词被律师采纳，他不过是律师颠倒黑白的工具,http://weibo.com/1971861621/Cfx54jIKB?refer_flag=1001030103_,2015-04-29 17:42,微博 weibo.com,1444,631,320,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,1444,631,320,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.7.498.498.50/413ca1bfjw8f6j760alxdj20du0e8gmd.jpg,1094492607,墨白羊,http://weibo.com/lolo410?refer_flag=1001030103_,因为看到聂树斌案，忽想起当年给我们讲解此案的刑法学老师，虽然名字想了半天，但他的教学给大家留下的深刻印象和人格魅力，至今历历在目。从他简历看出，我们学校应该只是他学术道路上的一个擦边球而已，但想到曾有这样一个老师，曾因他而拿了高分的刑法学（唯一全勤的课），总算不太愧对四年光阴。,http://weibo.com/1094492607/CfwXTBMKT?refer_flag=1001030103_,2015-04-29 17:24,iPhone 6,1,3,5,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,1,3,5,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.716.716.50/66a3a657jw8eyx30h53jaj20jw0jxdgw.jpg,1722000983,华迎春昆,http://weibo.com/u/1722000983?refer_flag=1001030103_,黑暗。以中国警察的破案率，不知有多少怨案、错案。//【聂树斌案听证会曝5疑点】 http://t.cn/RAE60Kl,http://weibo.com/1722000983/CfwI08IiP?refer_flag=1001030103_,2015-04-29 16:45,手机新浪网,0,0,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,0,0,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.94.68.1914.1914.50/6f61c0cagw1edgkwcmug9j21kw1kwjzl.jpg,1868677322,户外宅男囧,http://weibo.com/kurakimai?refer_flag=1001030103_,"不管结果如何，都将载入史册的案子 //分享网易新闻:「河北回应""聂树斌25℃跪雪地""」 |河北回应""...",http://weibo.com/1868677322/CfwE1orv3?refer_flag=1001030103_,2015-04-29 16:35,网易新闻客户端,1,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,1,0,0,,,,
聂树斌,http://tva3.sinaimg.cn/crop.52.19.332.332.50/b86f7815jw8es60qp4lzmj20bz0ae3z7.jpg,3094312981,honghongcq,http://weibo.com/u/3094312981?refer_flag=1001030103_,天打雷霹了河北公检法的聂案办案人员//【聂树斌案听证会曝5疑点】 http://t.cn/RAE60Kl,http://weibo.com/3094312981/CfwDXxLl5?refer_flag=1001030103_,2015-04-29 16:35,手机新浪网,1,1,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,1,1,0,,,,
聂树斌,http://tva3.sinaimg.cn/crop.0.1.178.178.50/45c0f4d7jw1eakcl6nfn9j2050050t8w.jpg,1170273495,舆论热点,http://weibo.com/273322964?refer_flag=1001030103_,【聂树斌案代理律师在听证会前后的矛盾论述】卷宗到底有没有被涂改？我发表了文章 |卷宗到底有...,http://weibo.com/1170273495/CfwyVwYoA?refer_flag=1001030103_,2015-04-29 16:22,微博 weibo.com,8,3,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,8,3,0,,,,
聂树斌,http://tva1.sinaimg.cn/crop.0.0.180.180.50/7486024bjw1e8qgp5bmzyj2050050aa8.jpg,1954939467,鲁西庄稼人,http://weibo.com/u/1954939467?refer_flag=1001030103_,#聂树斌案听证会# 最高院执法有大智慧，河北高院不应执迷不悟，山东高院为民秉公，为国树威。,http://weibo.com/1954939467/CfwuwbvBH?refer_flag=1001030103_,2015-04-29 16:12,微话题,0,0,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,0,0,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/54649599jw1e8qgp5bmzyj2050050aa8.jpg,1415878041,通灵之神,http://weibo.com/godoftesiro?refer_flag=1001030103_,河北高法真是狗屁逻辑，竟然说被枪毙时没喊冤，你们想说明什么？我能说他此时被割喉了吗？//【聂树斌案听证会曝5疑点】 http://t.cn/RAE60Kl,http://weibo.com/1415878041/CfwqAp7b7?refer_flag=1001030103_,2015-04-29 16:02,手机新浪网,0,0,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,0,0,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.2.6.97.97.50/63aeaff7jw8f62syyxsshj202s030wed.jpg,1672392695,陈光武律师,http://weibo.com/278120099?refer_flag=1001030103_,聂树斌案听证会连开11小时 原办案单位称证据充足(图)：聂树斌案听证会连开11小时 原办案单位称证据充足(图) 2015年04月29日 03:10 来源：京华时报 原标题：聂树斌案听证曝枪决时间造假疑云...文字版&gt;&gt; http://t.cn/RAETzf5 （新浪长微博&gt;&gt; |还在为微博...）,http://weibo.com/1672392695/CfwqfFCMq?refer_flag=1001030103_,2015-04-29 16:01,新浪博客,113,39,70,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,113,39,70,,,,
聂树斌,http://tva2.sinaimg.cn/crop.88.106.319.319.50/6fcc94cfjw1f605vai85aj20dv0etwgy.jpg,1875678415,朱长振,http://weibo.com/zhuchangzhen?refer_flag=1001030103_,济南夏日何以下冰雹？聂树斌案要在此听证。连续多日风和日丽的山东济南昨天（4月28日）突然雷雨交加，部分地区还下起了冰雹，备受瞩目的聂树斌案首次听证会在山东省高级人民法院如期进行。 一案两凶，究竟谁是真凶？大河报记者对此次听证进行了相关采访。|听证，让聂...,http://weibo.com/1875678415/CfwayEchK?refer_flag=1001030103_,2015-04-29 15:22,360安全浏览器,1,1,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,1,1,1,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/47de60cejw1e8qgp5bmzyj2050050aa8.jpg,1205756110,张栋山真情评说,http://weibo.com/u/1205756110?refer_flag=1001030103_,河北省高院首度承认聂树斌案存在程序瑕疵_网易新闻中心 http://t.cn/RAEl6kF,http://weibo.com/1205756110/Cfw6rDkA8?refer_flag=1001030103_,2015-04-29 15:12,网易,1,0,0,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,1,0,0,,,,
聂树斌,http://tva3.sinaimg.cn/crop.49.0.1949.1949.50/4f0f6addjw1eswqfutyzhj21kw1i510q.jpg,1326410461,瞭望东方周刊,http://weibo.com/lwdfzk?refer_flag=1001030103_,【聂树斌母亲忆儿子当年被执行死刑过程】我们不知道他被执行死刑了，后来他爸爸给他送衣服，看守所的人说你怎么又来了，你稍微等一会，等了十来分钟，他说你儿子被执行死刑了。我老伴当时就晕了。后来找到法院的法官，我说你把我儿子尸体放到什么地方了，他说统一放到火葬场了。 |聂树斌母亲...,http://weibo.com/1326410461/CfvM9svZp?refer_flag=1001030103_,2015-04-29 14:22,三星Galaxy Note II,40,21,16,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,40,21,16,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.996.996.50/5ff29ca4jw8f13gyigls4j20ro0rpq5r.jpg,1609735332,李蒙不蒙你,http://weibo.com/209099768?refer_flag=1001030103_,聂树斌23日被关进派出所，28日才开始做笔录，中间7天不提审，怎么可能呢？违反常识啊。最早关于聂树斌案的报道，是警方自己的人写的，《青纱帐密案》，里面写道，“七天七夜攻心战”，这显然说明有提审。既然有提审，笔录呢？这些笔录口供显然被隐匿了，所有聂树斌的口供都不能作为证据使用。,http://weibo.com/1609735332/CfvIine7B?refer_flag=1001030103_,2015-04-29 14:13,360安全浏览器,102,32,65,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,102,32,65,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.640.640.50/58e2aa31jw8eplfh6jypaj20hs0ht3zw.jpg,1491249713,刘家辉律师,http://weibo.com/622006014qq?refer_flag=1001030103_,聂树斌案，鉴定结论显示，29处聂的指纹系伪造。不得不对比辛普森案：警方非依法采集的证据导致指控辛普森杀人失败，这是疑罪从无的最好案例范本。聂案这些伪造的指纹我们还有什么理由相信警方制作的口供呢？,http://weibo.com/1491249713/CfvxoA0DH?refer_flag=1001030103_,2015-04-29 13:46,iPhone客户端,6,6,1,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=46,2016-12-7 12:56:35,1,6,6,1,,,,
聂树斌,http://tva1.sinaimg.cn/crop.6.114.433.433.50/65c38c30jw8eppcivjxd9j20c80lp0ua.jpg,1707314224,郑在索律师,http://weibo.com/bjdlvshi?refer_flag=1001030103_,昨天，山东高院就”聂树斌强奸杀人案“进行了公开听证，目前听证程序完毕。不久即将出结果。我发起了一个投票【您认为：”聂树斌案“是冤案吗？】，地址 http://t.cn/RAE9opq,http://weibo.com/1707314224/Cfvll2kUe?refer_flag=1001030103_,2015-04-29 13:16,微博 weibo.com,49,26,20,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=47,2016-12-7 12:56:50,1,49,26,20,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.180.180.50/6fcca727jw1e8qgp5bmzyj2050050aa8.jpg,1875683111,行者王007,http://weibo.com/u/1875683111?refer_flag=1001030103_,#聂树斌案听证会# 剥夺他人生命的判决，不能随意，不能将就，不能大概齐，不能差不多就行了。人死不能复生，改错的机会都没有。我们的公检法机关里有多少这样的糊涂蛋，或者草菅人命的东西？庞大呀！希望聂树斌案的复查，能够将这个盖子揭开，让滥竽充数者被开。,http://weibo.com/1875683111/CfvfUpWB5?refer_flag=1001030103_,2015-04-29 13:03,微话题,3,1,13,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=47,2016-12-7 12:56:50,1,3,1,13,,,,
聂树斌,http://tva2.sinaimg.cn/crop.0.0.996.996.50/5ff29ca4jw8f13gyigls4j20ro0rpq5r.jpg,1609735332,李蒙不蒙你,http://weibo.com/209099768?refer_flag=1001030103_,今天上午，聂案律师李树亭前往山东高院递交“聂树斌执行照片上显示的是雪地？还是沙地？”的鉴定申请，同时申请调阅石家庄中院、河北高院关于执行苏辉峰（与聂树斌同日枪毙者）死刑的法律文书。京华记者李显峰,http://weibo.com/1609735332/CfuIT00Cv?refer_flag=1001030103_,2015-04-29 11:41,360安全浏览器,240,90,44,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2015-01-01:2015-12-31-23&page=47,2016-12-7 12:56:50,1,240,90,44,,,,
聂树斌,http://tva4.sinaimg.cn/crop.0.8.320.320.50/6cefc1a7jw8edcumvmjntj208w09cmxf.jpg,1827652007,于建嵘,http://weibo.com/yujianrong?refer_flag=1001030103_,今天是林昭（1932年12月16日—1968年4月29日）被害的日子。在她坟墓附近，警务人员阻止民众去悼念她。在网络上，有人说她有严重的精神病。我不禁要问：你们的三个自信哪里去了？！我还要问：为何要杀害一名精神病人？！,http://weibo.com/1827652007/B1YBneZeh?refer_flag=1001030103_,2014-04-29 15:17,iPad客户端,13652,5175,3233,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2014-04-28:2014-04-29-23&Refer=g,2016-12-7 13:44:01,1,13652,5175,3233,,,,
聂树斌,http://tva4.sinaimg.cn/crop.306.9.383.383.50/656952ecjw8f9cp5deylqj20j60cs41n.jpg,1701401324,徐昕,http://weibo.com/poetjustice?refer_flag=1001030103_,【死磕聂树斌案】1995年，21岁的聂树斌被河北高院以强奸罪和故意杀人罪判处死刑；2005年“真凶”王书金落网，供认奸杀康菊花。儿冤死，聂父自杀致偏瘫，聂母奔走呼号。2007年最高法院要求河北重审聂案。一晃，六年过去了。一个明显的冤案被置之不理。新的一年，继续死磕聂树斌案。实现正义，哪怕迟来。,http://weibo.com/1701401324/zkj4ce2kC?refer_flag=1001030103_,2013-02-22 7:00,享拍微博通,619525,50091,18968,http://s.weibo.com/weibo/%25E8%2581%2582%25E6%25A0%2591%25E6%2596%258C&typeall=1&suball=1&timescope=custom:2014-04-28:2014-04-29-23&Refer=g,2016-12-7 13:44:01,1,619525,50091,18968,,,,
